          170   0.101496E-03   0.139561E-03   0.316930E-03   0.198444E-03   0.140484E-02   0.193171E-02   0.398879E-02   0.237129E-02
          175   0.100560E-03   0.138275E-03   0.308542E-03   0.202895E-03   0.135014E-02   0.185650E-02   0.382942E-02   0.264559E-02
          180   0.993054E-04   0.136549E-03   0.300419E-03   0.209305E-03   0.120905E-02   0.166250E-02   0.366442E-02   0.274251E-02
          185   0.974699E-04   0.134025E-03   0.291758E-03   0.216794E-03   0.115358E-02   0.158622E-02   0.356385E-02   0.263587E-02
          190   0.954886E-04   0.131301E-03   0.282896E-03   0.223122E-03   0.121676E-02   0.167310E-02   0.354796E-02   0.251517E-02
          195   0.943547E-04   0.129742E-03   0.274325E-03   0.227481E-03   0.127928E-02   0.175906E-02   0.358256E-02   0.256550E-02
          200   0.944582E-04   0.129884E-03   0.266347E-03   0.228938E-03   0.132270E-02   0.181877E-02   0.362029E-02   0.248968E-02
          205   0.951094E-04   0.130779E-03   0.259505E-03   0.227777E-03   0.133788E-02   0.183965E-02   0.359722E-02   0.239277E-02
          210   0.958153E-04   0.131750E-03   0.253470E-03   0.223373E-03   0.132802E-02   0.182609E-02   0.350632E-02   0.256450E-02
          215   0.963922E-04   0.132544E-03   0.248633E-03   0.216435E-03   0.136589E-02   0.187815E-02   0.339171E-02   0.267124E-02
          220   0.961077E-04   0.132152E-03   0.243836E-03   0.209810E-03   0.147546E-02   0.202883E-02   0.330504E-02   0.265846E-02
          225   0.953435E-04   0.131101E-03   0.239019E-03   0.210341E-03   0.146107E-02   0.200904E-02   0.327288E-02   0.255154E-02
          230   0.945975E-04   0.130076E-03   0.233847E-03   0.214084E-03   0.136250E-02   0.187349E-02   0.328442E-02   0.242877E-02
          235   0.933485E-04   0.128358E-03   0.229787E-03   0.218449E-03   0.127179E-02   0.174877E-02   0.330402E-02   0.240967E-02
          240   0.917296E-04   0.126132E-03   0.225846E-03   0.221990E-03   0.127272E-02   0.175004E-02   0.329666E-02   0.239136E-02
          245   0.898317E-04   0.123522E-03   0.222003E-03   0.224652E-03   0.126650E-02   0.174149E-02   0.324919E-02   0.247455E-02
          250   0.882536E-04   0.121352E-03   0.218038E-03   0.227183E-03   0.125288E-02   0.172277E-02   0.317513E-02   0.255457E-02
          255   0.866940E-04   0.119208E-03   0.214419E-03   0.228521E-03   0.123563E-02   0.169904E-02   0.310230E-02   0.258065E-02
          260   0.853950E-04   0.117422E-03   0.211322E-03   0.228649E-03   0.121991E-02   0.167743E-02   0.305365E-02   0.254159E-02
          265   0.849905E-04   0.116866E-03   0.208958E-03   0.227638E-03   0.120949E-02   0.166311E-02   0.303437E-02   0.246655E-02
          270   0.855061E-04   0.117575E-03   0.206885E-03   0.225095E-03   0.120530E-02   0.165734E-02   0.303143E-02   0.240168E-02
          275   0.860073E-04   0.118264E-03   0.204825E-03   0.222261E-03   0.120561E-02   0.165777E-02   0.302446E-02   0.237952E-02
          280   0.865268E-04   0.118978E-03   0.202512E-03   0.218817E-03   0.120757E-02   0.166046E-02   0.299931E-02   0.240188E-02
          285   0.866637E-04   0.119166E-03   0.200213E-03   0.215601E-03   0.120881E-02   0.166217E-02   0.295563E-02   0.244355E-02
          290   0.865171E-04   0.118965E-03   0.198611E-03   0.212508E-03   0.120848E-02   0.166171E-02   0.290486E-02   0.247148E-02
          295   0.861035E-04   0.118396E-03   0.196766E-03   0.209011E-03   0.120711E-02   0.165982E-02   0.286150E-02   0.246589E-02
          300   0.852462E-04   0.117217E-03   0.194869E-03   0.206329E-03   0.120590E-02   0.165817E-02   0.283388E-02   0.243020E-02
          305   0.840683E-04   0.115598E-03   0.192234E-03   0.204257E-03   0.120586E-02   0.165811E-02   0.281999E-02   0.238511E-02
          310   0.827644E-04   0.113805E-03   0.190419E-03   0.202108E-03   0.120732E-02   0.166012E-02   0.281061E-02   0.235384E-02
          315   0.811727E-04   0.111616E-03   0.188651E-03   0.199673E-03   0.120996E-02   0.166374E-02   0.279596E-02   0.234768E-02
          320   0.795453E-04   0.109378E-03   0.186938E-03   0.197097E-03   0.121318E-02   0.166818E-02   0.277187E-02   0.236131E-02
          325   0.781001E-04   0.107391E-03   0.185128E-03   0.194525E-03   0.121652E-02   0.167277E-02   0.274129E-02   0.237881E-02
          330   0.768002E-04   0.105604E-03   0.183505E-03   0.191340E-03   0.121985E-02   0.167734E-02   0.271155E-02   0.238474E-02
          335   0.756697E-04   0.104049E-03   0.182423E-03   0.187202E-03   0.122330E-02   0.168209E-02   0.268912E-02   0.237339E-02
          340   0.749406E-04   0.103047E-03   0.181553E-03   0.182916E-03   0.122711E-02   0.168734E-02   0.267584E-02   0.235026E-02
          345   0.742645E-04   0.102117E-03   0.181225E-03   0.178489E-03   0.123143E-02   0.169326E-02   0.266830E-02   0.232689E-02
          350   0.737598E-04   0.101423E-03   0.181635E-03   0.174606E-03   0.123621E-02   0.169984E-02   0.266063E-02   0.231244E-02
          355   0.735049E-04   0.101072E-03   0.182826E-03   0.171165E-03   0.124121E-02   0.170672E-02   0.264808E-02   0.230811E-02
          360   0.732925E-04   0.100780E-03   0.184280E-03   0.168234E-03   0.124598E-02   0.171327E-02   0.262915E-02   0.230724E-02
          365   0.731299E-04   0.100556E-03   0.185566E-03   0.165498E-03   0.124971E-02   0.171841E-02   0.260583E-02   0.230028E-02
          370   0.728857E-04   0.100221E-03   0.186892E-03   0.163030E-03   0.125115E-02   0.172039E-02   0.258108E-02   0.228066E-02
          375   0.728001E-04   0.100103E-03   0.188042E-03   0.160923E-03   0.124851E-02   0.171675E-02   0.255692E-02   0.224857E-02
          380   0.725849E-04   0.998075E-04   0.189051E-03   0.159126E-03   0.123954E-02   0.170442E-02   0.253354E-02   0.224265E-02
          385   0.723288E-04   0.994554E-04   0.189897E-03   0.157957E-03   0.122186E-02   0.168011E-02   0.250987E-02   0.223772E-02
          390   0.720781E-04   0.991104E-04   0.190454E-03   0.157182E-03   0.119339E-02   0.164096E-02   0.248554E-02   0.222897E-02
          395   0.719627E-04   0.989517E-04   0.191052E-03   0.156631E-03   0.115288E-02   0.158526E-02   0.246233E-02   0.221960E-02
          400   0.721322E-04   0.991850E-04   0.191391E-03   0.156181E-03   0.115697E-02   0.159088E-02   0.244430E-02   0.221240E-02
          405   0.727419E-04   0.100023E-03   0.191427E-03   0.155528E-03   0.116665E-02   0.160419E-02   0.244218E-02   0.220924E-02
          410   0.735792E-04   0.101175E-03   0.191617E-03   0.154462E-03   0.116795E-02   0.160598E-02   0.245969E-02   0.220969E-02
          415   0.745185E-04   0.102466E-03   0.191343E-03   0.152772E-03   0.116126E-02   0.159679E-02   0.248745E-02   0.221277E-02
          420   0.754513E-04   0.103749E-03   0.190860E-03   0.150375E-03   0.114768E-02   0.157811E-02   0.252210E-02   0.221792E-02
          425   0.762993E-04   0.104915E-03   0.190278E-03   0.147218E-03   0.112892E-02   0.155232E-02   0.255839E-02   0.223203E-02
          430   0.768957E-04   0.105735E-03   0.189210E-03   0.143604E-03   0.110787E-02   0.152337E-02   0.259066E-02   0.225426E-02
          435   0.774581E-04   0.106508E-03   0.187918E-03   0.139583E-03   0.108874E-02   0.149707E-02   0.262278E-02   0.226598E-02
          440   0.775457E-04   0.106629E-03   0.186062E-03   0.135778E-03   0.107669E-02   0.148049E-02   0.264970E-02   0.226269E-02
          445   0.767880E-04   0.105587E-03   0.183792E-03   0.134331E-03   0.107651E-02   0.148025E-02   0.266179E-02   0.227033E-02
          450   0.751563E-04   0.103343E-03   0.181142E-03   0.139929E-03   0.109109E-02   0.150030E-02   0.265729E-02   0.227791E-02
          455   0.727938E-04   0.100095E-03   0.178318E-03   0.146261E-03   0.112013E-02   0.154023E-02   0.263682E-02   0.227990E-02
          460   0.699682E-04   0.962093E-04   0.175507E-03   0.151958E-03   0.115995E-02   0.159498E-02   0.260333E-02   0.227646E-02
          465   0.671505E-04   0.923347E-04   0.173516E-03   0.156263E-03   0.120442E-02   0.165612E-02   0.256177E-02   0.226908E-02
          470   0.654075E-04   0.899382E-04   0.171957E-03   0.159005E-03   0.124663E-02   0.171418E-02   0.251847E-02   0.226042E-02
          475   0.639584E-04   0.879455E-04   0.170842E-03   0.160383E-03   0.128075E-02   0.176109E-02   0.248658E-02   0.225262E-02
          480   0.629442E-04   0.865510E-04   0.169766E-03   0.160465E-03   0.130331E-02   0.179210E-02   0.247444E-02   0.224726E-02
          485   0.627489E-04   0.862824E-04   0.168542E-03   0.159648E-03   0.131355E-02   0.180618E-02   0.247052E-02   0.224418E-02
          490   0.627078E-04   0.862259E-04   0.167207E-03   0.158411E-03   0.131303E-02   0.180547E-02   0.247331E-02   0.224268E-02
          495   0.625319E-04   0.859839E-04   0.165832E-03   0.156738E-03   0.130471E-02   0.179403E-02   0.248036E-02   0.224162E-02
          500   0.620851E-04   0.853696E-04   0.164377E-03   0.155247E-03   0.129190E-02   0.177642E-02   0.248885E-02   0.224020E-02
          505   0.615158E-04   0.845867E-04   0.162960E-03   0.154556E-03   0.127761E-02   0.175677E-02   0.249633E-02   0.223840E-02
          510   0.608670E-04   0.836947E-04   0.161679E-03   0.154579E-03   0.126408E-02   0.173816E-02   0.250135E-02   0.223632E-02
          515   0.601214E-04   0.826695E-04   0.160372E-03   0.155153E-03   0.125264E-02   0.172244E-02   0.250348E-02   0.223442E-02
          520   0.591877E-04   0.813856E-04   0.159144E-03   0.155772E-03   0.124378E-02   0.171026E-02   0.250316E-02   0.223293E-02
          525   0.581522E-04   0.799618E-04   0.157803E-03   0.156400E-03   0.123729E-02   0.170132E-02   0.250116E-02   0.223182E-02
          530   0.572128E-04   0.786701E-04   0.156405E-03   0.156996E-03   0.123242E-02   0.169463E-02   0.249841E-02   0.223054E-02
          535   0.564510E-04   0.776226E-04   0.154890E-03   0.157265E-03   0.122819E-02   0.168881E-02   0.249555E-02   0.222886E-02
          540   0.557182E-04   0.766150E-04   0.153485E-03   0.157376E-03   0.122358E-02   0.168248E-02   0.249289E-02   0.222658E-02
          545   0.551729E-04   0.758651E-04   0.152607E-03   0.157208E-03   0.121796E-02   0.167475E-02   0.249063E-02   0.222385E-02
          550   0.548610E-04   0.754361E-04   0.152000E-03   0.156857E-03   0.121105E-02   0.166524E-02   0.248887E-02   0.222086E-02
          555   0.547396E-04   0.752693E-04   0.151614E-03   0.156292E-03   0.120301E-02   0.165419E-02   0.248764E-02   0.221804E-02
          560   0.547326E-04   0.752598E-04   0.151398E-03   0.155798E-03   0.119432E-02   0.164225E-02   0.248683E-02   0.221565E-02
          565   0.546940E-04   0.752065E-04   0.151001E-03   0.155394E-03   0.118556E-02   0.163020E-02   0.248637E-02   0.221371E-02
          570   0.545993E-04   0.750765E-04   0.150420E-03   0.155161E-03   0.117719E-02   0.161868E-02   0.248614E-02   0.221226E-02
          575   0.543179E-04   0.746895E-04   0.149647E-03   0.155230E-03   0.116945E-02   0.160805E-02   0.248592E-02   0.221097E-02
          580   0.539394E-04   0.741690E-04   0.148563E-03   0.155485E-03   0.116240E-02   0.159835E-02   0.248561E-02   0.220969E-02
          585   0.535100E-04   0.735787E-04   0.147265E-03   0.155857E-03   0.115590E-02   0.158942E-02   0.248519E-02   0.220824E-02
          590   0.530406E-04   0.729330E-04   0.145877E-03   0.156077E-03   0.114975E-02   0.158096E-02   0.248479E-02   0.220650E-02
          595   0.524845E-04   0.721684E-04   0.144273E-03   0.155966E-03   0.114426E-02   0.157341E-02   0.248450E-02   0.220465E-02
          600   0.518237E-04   0.712600E-04   0.142561E-03   0.155561E-03   0.113961E-02   0.156702E-02   0.248446E-02   0.220283E-02
          605   0.511024E-04   0.702679E-04   0.140809E-03   0.154811E-03   0.113496E-02   0.156062E-02   0.248490E-02   0.220118E-02
          610   0.503451E-04   0.692269E-04   0.139082E-03   0.153514E-03   0.113057E-02   0.155458E-02   0.248586E-02   0.219995E-02
          615   0.495632E-04   0.681515E-04   0.137334E-03   0.151663E-03   0.112662E-02   0.154916E-02   0.248735E-02   0.219904E-02
          620   0.487899E-04   0.670882E-04   0.135675E-03   0.149246E-03   0.112328E-02   0.154456E-02   0.248929E-02   0.219844E-02
          625   0.481261E-04   0.661755E-04   0.134173E-03   0.146194E-03   0.112054E-02   0.154079E-02   0.249163E-02   0.219801E-02
          630   0.475252E-04   0.653492E-04   0.132834E-03   0.142493E-03   0.111832E-02   0.153774E-02   0.249428E-02   0.219764E-02
          635   0.469854E-04   0.646070E-04   0.131752E-03   0.138273E-03   0.111652E-02   0.153526E-02   0.249729E-02   0.219716E-02
          640   0.468294E-04   0.643925E-04   0.130977E-03   0.133659E-03   0.111502E-02   0.153321E-02   0.250059E-02   0.219673E-02
          645   0.470012E-04   0.646287E-04   0.130376E-03   0.128911E-03   0.111380E-02   0.153152E-02   0.250426E-02   0.219633E-02
          650   0.469166E-04   0.645123E-04   0.129804E-03   0.124665E-03   0.111285E-02   0.153022E-02   0.250827E-02   0.219631E-02
          655   0.464403E-04   0.638573E-04   0.129105E-03   0.122129E-03   0.111220E-02   0.152933E-02   0.251263E-02   0.219639E-02
          660   0.455071E-04   0.625743E-04   0.128277E-03   0.122541E-03   0.111187E-02   0.152887E-02   0.251731E-02   0.219679E-02
          665   0.440833E-04   0.606165E-04   0.127311E-03   0.124266E-03   0.111186E-02   0.152886E-02   0.252227E-02   0.219736E-02
          670   0.422387E-04   0.580799E-04   0.126377E-03   0.126444E-03   0.111217E-02   0.152928E-02   0.252757E-02   0.219796E-02
          675   0.402116E-04   0.552927E-04   0.125548E-03   0.128726E-03   0.111276E-02   0.153009E-02   0.253307E-02   0.219847E-02
          680   0.385983E-04   0.530744E-04   0.124727E-03   0.130813E-03   0.111358E-02   0.153122E-02   0.253872E-02   0.219910E-02
          685   0.374268E-04   0.514634E-04   0.123930E-03   0.132500E-03   0.111460E-02   0.153263E-02   0.254455E-02   0.219972E-02
          690   0.366397E-04   0.503811E-04   0.123282E-03   0.133605E-03   0.111580E-02   0.153428E-02   0.255045E-02   0.220044E-02
          695   0.361746E-04   0.497417E-04   0.122784E-03   0.133989E-03   0.111717E-02   0.153616E-02   0.255650E-02   0.220126E-02
          700   0.362783E-04   0.498843E-04   0.122430E-03   0.133539E-03   0.111872E-02   0.153828E-02   0.256256E-02   0.220220E-02
          705   0.371558E-04   0.510909E-04   0.122346E-03   0.132189E-03   0.112045E-02   0.154066E-02   0.256870E-02   0.220337E-02
          710   0.383895E-04   0.527873E-04   0.122485E-03   0.130037E-03   0.112236E-02   0.154329E-02   0.257490E-02   0.220445E-02
          715   0.395645E-04   0.544029E-04   0.123101E-03   0.127418E-03   0.112443E-02   0.154615E-02   0.258106E-02   0.220551E-02
          720   0.405551E-04   0.557651E-04   0.123757E-03   0.124434E-03   0.112664E-02   0.154918E-02   0.258711E-02   0.220647E-02
          725   0.412072E-04   0.566618E-04   0.124382E-03   0.121398E-03   0.112896E-02   0.155237E-02   0.259302E-02   0.220747E-02
          730   0.414502E-04   0.569958E-04   0.124903E-03   0.119093E-03   0.113135E-02   0.155566E-02   0.259871E-02   0.220847E-02
          735   0.414489E-04   0.569941E-04   0.125179E-03   0.117995E-03   0.113376E-02   0.155897E-02   0.260423E-02   0.220949E-02
          740   0.411949E-04   0.566447E-04   0.125229E-03   0.117649E-03   0.113615E-02   0.156226E-02   0.260958E-02   0.221072E-02
          745   0.407963E-04   0.560968E-04   0.125094E-03   0.117643E-03   0.113847E-02   0.156544E-02   0.261464E-02   0.221180E-02
          750   0.403209E-04   0.554431E-04   0.124921E-03   0.117746E-03   0.114064E-02   0.156843E-02   0.261948E-02   0.221283E-02
          755   0.398108E-04   0.547418E-04   0.124734E-03   0.117884E-03   0.114258E-02   0.157109E-02   0.262404E-02   0.221379E-02
          760   0.393605E-04   0.541223E-04   0.124572E-03   0.118128E-03   0.114418E-02   0.157330E-02   0.262832E-02   0.221468E-02
          765   0.390099E-04   0.536403E-04   0.124446E-03   0.118478E-03   0.114534E-02   0.157490E-02   0.263239E-02   0.221553E-02
          770   0.388910E-04   0.534770E-04   0.124330E-03   0.118839E-03   0.114597E-02   0.157576E-02   0.263629E-02   0.221633E-02
          775   0.391534E-04   0.538377E-04   0.124249E-03   0.119040E-03   0.114598E-02   0.157578E-02   0.263993E-02   0.221701E-02
          780   0.395910E-04   0.544393E-04   0.124218E-03   0.119061E-03   0.114534E-02   0.157489E-02   0.264354E-02   0.221784E-02
          785   0.400736E-04   0.551030E-04   0.124240E-03   0.118895E-03   0.114402E-02   0.157308E-02   0.264706E-02   0.221858E-02
          790   0.405646E-04   0.557782E-04   0.124311E-03   0.118673E-03   0.114204E-02   0.157036E-02   0.265052E-02   0.221929E-02
          795   0.410519E-04   0.564481E-04   0.124426E-03   0.118436E-03   0.113944E-02   0.156678E-02   0.265395E-02   0.222000E-02
          800   0.415211E-04   0.570933E-04   0.124650E-03   0.118250E-03   0.113631E-02   0.156247E-02   0.265723E-02   0.222066E-02
          805   0.419391E-04   0.576680E-04   0.124956E-03   0.118137E-03   0.113273E-02   0.155755E-02   0.266038E-02   0.222131E-02
          810   0.423117E-04   0.581804E-04   0.125294E-03   0.118162E-03   0.112881E-02   0.155216E-02   0.266330E-02   0.222205E-02
          815   0.426399E-04   0.586317E-04   0.125609E-03   0.118093E-03   0.112464E-02   0.154643E-02   0.266588E-02   0.222277E-02
          820   0.429014E-04   0.589913E-04   0.125853E-03   0.117839E-03   0.112028E-02   0.154044E-02   0.266810E-02   0.222362E-02
          825   0.431042E-04   0.592702E-04   0.126042E-03   0.117336E-03   0.111577E-02   0.153423E-02   0.266986E-02   0.222450E-02
          830   0.432746E-04   0.595046E-04   0.126140E-03   0.116505E-03   0.111112E-02   0.152784E-02   0.267108E-02   0.222522E-02
          835   0.434099E-04   0.596905E-04   0.126164E-03   0.115318E-03   0.110628E-02   0.152118E-02   0.267168E-02   0.222593E-02
          840   0.434944E-04   0.598065E-04   0.126119E-03   0.113737E-03   0.110119E-02   0.151419E-02   0.267163E-02   0.222658E-02
          845   0.435389E-04   0.598678E-04   0.126075E-03   0.111801E-03   0.109578E-02   0.150674E-02   0.267090E-02   0.222718E-02
          850   0.434889E-04   0.597991E-04   0.125958E-03   0.109517E-03   0.108997E-02   0.149876E-02   0.266956E-02   0.222764E-02
          855   0.433966E-04   0.596723E-04   0.125673E-03   0.107005E-03   0.108376E-02   0.149022E-02   0.266770E-02   0.222815E-02
          860   0.431900E-04   0.593881E-04   0.125211E-03   0.104567E-03   0.107718E-02   0.148117E-02   0.266535E-02   0.222843E-02
          865   0.428905E-04   0.589761E-04   0.124561E-03   0.102546E-03   0.107034E-02   0.147176E-02   0.266263E-02   0.222875E-02
          870   0.424017E-04   0.583043E-04   0.123721E-03   0.101843E-03   0.106343E-02   0.146227E-02   0.265955E-02   0.222886E-02
          875   0.417015E-04   0.573413E-04   0.122721E-03   0.103912E-03   0.105671E-02   0.145302E-02   0.265623E-02   0.222889E-02
          880   0.408104E-04   0.561161E-04   0.121584E-03   0.107733E-03   0.105462E-02   0.145015E-02   0.265265E-02   0.222872E-02
          885   0.396835E-04   0.545664E-04   0.120347E-03   0.111288E-03   0.106346E-02   0.146230E-02   0.264889E-02   0.222846E-02
          890   0.383511E-04   0.527344E-04   0.119064E-03   0.114281E-03   0.107218E-02   0.147430E-02   0.264499E-02   0.222806E-02
          895   0.369144E-04   0.507590E-04   0.117822E-03   0.116532E-03   0.108071E-02   0.148601E-02   0.264101E-02   0.222758E-02
          900   0.358308E-04   0.492688E-04   0.116699E-03   0.117974E-03   0.108893E-02   0.149733E-02   0.263703E-02   0.222690E-02
          905   0.352916E-04   0.485276E-04   0.115785E-03   0.118544E-03   0.109676E-02   0.150809E-02   0.263308E-02   0.222610E-02
          910   0.350559E-04   0.482033E-04   0.115105E-03   0.118169E-03   0.110410E-02   0.151818E-02   0.262927E-02   0.222513E-02
          915   0.352572E-04   0.484802E-04   0.114608E-03   0.116913E-03   0.111081E-02   0.152741E-02   0.262560E-02   0.222408E-02
          920   0.359281E-04   0.494027E-04   0.114209E-03   0.114872E-03   0.111686E-02   0.153573E-02   0.262221E-02   0.222294E-02
          925   0.368640E-04   0.506896E-04   0.113841E-03   0.112239E-03   0.112215E-02   0.154301E-02   0.261913E-02   0.222180E-02
          930   0.380944E-04   0.523815E-04   0.113463E-03   0.109201E-03   0.112661E-02   0.154914E-02   0.261647E-02   0.222063E-02
          935   0.393167E-04   0.540621E-04   0.113069E-03   0.106042E-03   0.113022E-02   0.155410E-02   0.261427E-02   0.221952E-02
          940   0.402404E-04   0.553323E-04   0.112658E-03   0.102870E-03   0.113294E-02   0.155784E-02   0.261253E-02   0.221832E-02
          945   0.407705E-04   0.560612E-04   0.112251E-03   0.999137E-04   0.113478E-02   0.156037E-02   0.261124E-02   0.221733E-02
          950   0.409521E-04   0.563109E-04   0.111848E-03   0.981824E-04   0.113576E-02   0.156172E-02   0.261042E-02   0.221627E-02
          955   0.407745E-04   0.560667E-04   0.111501E-03   0.979644E-04   0.113591E-02   0.156193E-02   0.261009E-02   0.221527E-02
          960   0.403501E-04   0.554833E-04   0.111230E-03   0.987893E-04   0.113528E-02   0.156106E-02   0.261016E-02   0.221428E-02
          965   0.397631E-04   0.546761E-04   0.111052E-03   0.100059E-03   0.113391E-02   0.155918E-02   0.261062E-02   0.221351E-02
          970   0.391404E-04   0.538198E-04   0.110965E-03   0.101514E-03   0.113189E-02   0.155639E-02   0.261148E-02   0.221288E-02
          975   0.385376E-04   0.529909E-04   0.110923E-03   0.103030E-03   0.112926E-02   0.155278E-02   0.261268E-02   0.221226E-02
          980   0.379996E-04   0.522512E-04   0.110879E-03   0.104507E-03   0.112612E-02   0.154847E-02   0.261421E-02   0.221180E-02
          985   0.375335E-04   0.516102E-04   0.110832E-03   0.105866E-03   0.112254E-02   0.154354E-02   0.261603E-02   0.221134E-02
          990   0.371578E-04   0.510937E-04   0.110725E-03   0.106979E-03   0.111854E-02   0.153805E-02   0.261811E-02   0.221100E-02
          995   0.368485E-04   0.506681E-04   0.110593E-03   0.107852E-03   0.111421E-02   0.153209E-02   0.262037E-02   0.221072E-02
         1000   0.365770E-04   0.502949E-04   0.110461E-03   0.108456E-03   0.110957E-02   0.152571E-02   0.262284E-02   0.221057E-02
         1005   0.363116E-04   0.499301E-04   0.110306E-03   0.108794E-03   0.110470E-02   0.151901E-02   0.262544E-02   0.221055E-02
         1010   0.360245E-04   0.495353E-04   0.110119E-03   0.108975E-03   0.109967E-02   0.151210E-02   0.262815E-02   0.221055E-02
         1015   0.357283E-04   0.491279E-04   0.109922E-03   0.109033E-03   0.109455E-02   0.150505E-02   0.263097E-02   0.221066E-02
         1020   0.354767E-04   0.487820E-04   0.109760E-03   0.108967E-03   0.108937E-02   0.149794E-02   0.263379E-02   0.221080E-02
         1025   0.352861E-04   0.485200E-04   0.109718E-03   0.108793E-03   0.109101E-02   0.150019E-02   0.263668E-02   0.221106E-02
         1030   0.351616E-04   0.483487E-04   0.109718E-03   0.108432E-03   0.109271E-02   0.150253E-02   0.263952E-02   0.221132E-02
         1035   0.351257E-04   0.482995E-04   0.109744E-03   0.107846E-03   0.109449E-02   0.150498E-02   0.264227E-02   0.221166E-02
         1040   0.351573E-04   0.483427E-04   0.109861E-03   0.107095E-03   0.109637E-02   0.150755E-02   0.264499E-02   0.221203E-02
